file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/interfases/IndexList.java,interfases.IndexList,interface,1,3,2,1,7,1,0,0,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/test/java/IndexListTester.java,IndexListTester,class,6,7,1,6,16,1,0,14,28,0.0,NaN,NaN,8,8,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,101,0,3,0,5,0,17,54,7,8,6,1,0,0,0,47,1,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/indexlist/LLIndexList.java,indexlist.LLIndexList,class,5,7,2,5,20,1,0,12,0,0.11111111,0.75,0.75,9,0,8,1,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,52,6,1,2,0,0,8,8,13,5,12,2,0,0,0,76,1,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/linkedLists/SLList.java,linkedLists.SLList,class,6,12,6,6,31,2,0,13,33,0.5277778,0.35833332,0.45833334,18,0,16,2,0,0,16,0,0,0,2,0,0,2,0,0,0,0,0,145,13,5,12,0,4,1,3,19,0,11,3,0,3,0,111,1,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/linkedLists/SLFLList.java,linkedLists.SLFLList,class,6,11,5,6,35,2,0,11,14,0.5,0.43809524,0.52380955,16,0,15,1,0,0,15,0,0,0,2,0,0,1,0,1,0,0,0,160,14,3,15,0,6,4,4,22,0,11,3,0,3,0,53,1,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/test/java/CloneTester.java,CloneTester,class,3,3,0,3,1,1,0,3,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,6,0,0,0,0,16,1,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/linkedLists/SLFLList.java,linkedLists.SLFLList$ElementsIterator,innerclass,1,1,0,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/linkedLists/AbstractDLList.java,linkedLists.AbstractDLList,class,3,4,1,3,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1025,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/linkedLists/SLList.java,linkedLists.SLList$ElementsIterator,innerclass,3,3,0,3,3,1,0,4,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,10,2,0
/home/x1/Desktop/ass/ass16/Linked-Lists-Everywhere-master/src/main/java/linkedLists/DLDHDTList.java,linkedLists.DLDHDTList$NodesIterable,innerclass,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
